image_path,target,split,image_base,status,sidewalk_pos,road_pos,Object_present,Object_present_outside,m_bicycle,m_car,m_person,m_traffic_sign,traffic_light,m_obstacle,m_grass,m_plants,m_trees,m_bicycle_outside,m_car_outside,m_person_outside,m_traffic_sign_outside,traffic_light_outside,m_obstacle_outside,m_grass_outside,m_plants_outside,m_trees_outside,priority_caption
training/images/cHyZoh-IT9xU4AwH_3_vqw.jpg,"The sidewalk is centered in the view, bordered by a building with large glass windows on the left and parked cars on the right. A pedestrian crossing sign stands approximately 10 meters ahead. The path is clear for next 10 meters.",train,cHyZoh-IT9xU4AwH_3_vqw.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by a building with large glass windows on the left and parked cars on the right. A pedestrian crossing sign stands approximately 10 meters ahead. The path is clear for next 10 meters."
training/images/cTe8PHeqyhdl9pXz1ayjrg.jpg,"The sidewalk is centered in the view, bordered by a hedge on the right side and a building on the left. A pedestrian crossing is visible 5 meters ahead, with a zebra pattern on the ground. The path is clear for next 10 meters.",train,cTe8PHeqyhdl9pXz1ayjrg.jpg,done,Center,Not present,Yes,Yes,Left,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: a bicycle close on the left. Far: a person farther away on the center. Context: The sidewalk is centered in the view, bordered by a hedge on the right side and a building on the left. A pedestrian crossing is visible 5 meters ahead, with a zebra pattern on the ground. The path is clear for next 10 meters."
training/images/cTu_hIYcK96-c0mnhebXFw.jpg,"The pedestrian crossing is centered in the view, with a zebra-striped pedestrian crossing marked on the road. A pedestrian is walking across the crossing, approximately 5 meters ahead. On the right side, a building with a staircase and a railing is visible. The path is clear for navigation.",train,cTu_hIYcK96-c0mnhebXFw.jpg,done,Right,Left,Yes,No,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: a person close on the right. Context: The pedestrian crossing is centered in the view, with a zebra-striped pedestrian crossing marked on the road. A pedestrian is walking across the crossing, approximately 5 meters ahead. On the right side, a building with a staircase and a railing is visible. The path is clear for navigation."
training/images/cUC6LUCnuwpEqotuy5Ys7A.jpg,"The sidewalk is centered in the view, bordered by a tall metal fence on the left and parked cars on the right. The path is clear for next 10 meters.",train,cUC6LUCnuwpEqotuy5Ys7A.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by a tall metal fence on the left and parked cars on the right. The path is clear for next 10 meters."
training/images/cUPZWAX2n-n-uHfOcSNCPQ.jpg,"The sidewalk is centered in the view, bordered by a metal railing on the right side. A construction barrier with a red warning sign stands approximately 3 meters ahead, partially blocking the path. On the left, bushes and trees line the path. The path appears clear for navigation.",train,cUPZWAX2n-n-uHfOcSNCPQ.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a metal railing on the right side. A construction barrier with a red warning sign stands approximately 3 meters ahead, partially blocking the path. On the left, bushes and trees line the path. The path appears clear for navigation."
training/images/cXPTm3dAP-4XTGGQGMltaQ.jpg,"The sidewalk is centered in the view, bordered by a road on the right and dense bushes on the left. A no-parking sign stands approximately 5 meters ahead on the left side. The path is clear for next 10 meters.",train,cXPTm3dAP-4XTGGQGMltaQ.jpg,done,Right,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: right. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a road on the right and dense bushes on the left. A no-parking sign stands approximately 5 meters ahead on the left side. The path is clear for next 10 meters."
training/images/cYfse-fKPYPG4AmCjUvqvw.jpg,"The sidewalk is centered in the view, bordered by a building with large windows on the left and a pole on the right. A ""No Entry"" sign stands approximately 5 meters ahead, partially obstructing the path. The path is mostly clear for navigation.",train,cYfse-fKPYPG4AmCjUvqvw.jpg,done,Center,Right,Yes,No,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: an obstacle close on the right. Context: The sidewalk is centered in the view, bordered by a building with large windows on the left and a pole on the right. A ""No Entry"" sign stands approximately 5 meters ahead, partially obstructing the path. The path is mostly clear for navigation."
training/images/cdi1gWJQqatEjcZojWrQ_A.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a road with vehicles on the left. A pole stands approximately 5 meters ahead on the left side of the sidewalk. The path is clear for next 10 meters.",train,cdi1gWJQqatEjcZojWrQ_A.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,Left,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Far: a car farther away on the left; a traffic sign farther away on the left. Context: The sidewalk is centered in the view, bordered by a building on the right and a road with vehicles on the left. A pole stands approximately 5 meters ahead on the left side of the sidewalk. The path is clear for next 10 meters."
training/images/ceBIOYIo2hAg16GISep7dw.jpg,"The sidewalk is centered in the view, bordered by a chain-link fence on the left and a road on the right. A construction warning sign stands approximately 3 meters ahead, partially obstructing the path. The sidewalk appears clear for navigation.",train,ceBIOYIo2hAg16GISep7dw.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,Center,not present,Center,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: right. RoadVsSidewalk: right_of. Nearby: an obstacle close on the center; a traffic sign close on the center. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by a chain-link fence on the left and a road on the right. A construction warning sign stands approximately 3 meters ahead, partially obstructing the path. The sidewalk appears clear for navigation."
training/images/ckaLeD_6XQRk4xuTVa8DxA.jpg,"The sidewalk is centered in the view, bordered by a road with a cyclist 10 meters ahead. A parking sign stands approximately 5 meters ahead on the right side. The path is clear for next 10 meters.",train,ckaLeD_6XQRk4xuTVa8DxA.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: an obstacle close on the right. Context: The sidewalk is centered in the view, bordered by a road with a cyclist 10 meters ahead. A parking sign stands approximately 5 meters ahead on the right side. The path is clear for next 10 meters."
training/images/cnY6gU01P2FWCOhMoRPqUg.jpg,"The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A pedestrian crossing signal pole stands approximately 3 meters ahead, partially obstructing the path. The sidewalk appears clear for navigation.",train,cnY6gU01P2FWCOhMoRPqUg.jpg,done,Center,Right,Yes,No,not present,not present,Left,not present,not present,Right-Right-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: 3 obstacles close on the right; a person close on the left. Context: The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A pedestrian crossing signal pole stands approximately 3 meters ahead, partially obstructing the path. The sidewalk appears clear for navigation."
training/images/cp2b41bAzpc3pz2hDU3_tA.jpg,"The sidewalk is centered in the view, bordered by a building with a green storefront on the right and a road on the left. A utility cover is embedded in the sidewalk 3 meters ahead. The path is clear for next 10 meters.",train,cp2b41bAzpc3pz2hDU3_tA.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a building with a green storefront on the right and a road on the left. A utility cover is embedded in the sidewalk 3 meters ahead. The path is clear for next 10 meters."
training/images/ctsHt5G6K2nqU9kMLX5GQA.jpg,"The sidewalk is centered in the view, bordered by a road with a yellow taxi on the left and a bus stop on the right. A tree stands approximately 3 meters ahead, partially obstructing the path. Pedestrians are walking along the sidewalk, and a traffic light pole is positioned near the tree. The path appears mostly clear for navigation.",train,ctsHt5G6K2nqU9kMLX5GQA.jpg,done,Right,Left,Yes,Yes,not present,not present,Right-Right,not present,not present,not present,not present,not present,Center,not present,Left,Center,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: 2 people close on the right. Far: a person farther away on the center; a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a road with a yellow taxi on the left and a bus stop on the right. A tree stands approximately 3 meters ahead, partially obstructing the path. Pedestrians are walking along the sidewalk, and a traffic light pole is positioned near the tree. The path appears mostly clear for navigation."
training/images/d3ghAvxTua9rUlqHUM9vFw.jpg,"The sidewalk is centered in the view, bordered by a road on the left and a construction area on the right. A traffic light pole stands approximately 5 meters ahead on the right side. The path is clear for next 10 meters.",train,d3ghAvxTua9rUlqHUM9vFw.jpg,done,Center,Front,Yes,No,not present,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: front. RoadVsSidewalk: crossing_front. Nearby: 2 obstacles close on the right. Context: The sidewalk is centered in the view, bordered by a road on the left and a construction area on the right. A traffic light pole stands approximately 5 meters ahead on the right side. The path is clear for next 10 meters."
training/images/d4ft70oJx8rSOIvwp5te3g.jpg,"The sidewalk is centered in the view, bordered by a road on the left and a building on the right. A large pothole is embedded in the sidewalk 3 meters ahead, partially obstructing the path. A utility box stands approximately 2 meters ahead on the left side. The path is mostly clear, but caution is required due to the pothole.",train,d4ft70oJx8rSOIvwp5te3g.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: an obstacle close on the right. Far: a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a road on the left and a building on the right. A large pothole is embedded in the sidewalk 3 meters ahead, partially obstructing the path. A utility box stands approximately 2 meters ahead on the left side. The path is mostly clear, but caution is required due to the pothole."
training/images/dBjAzFogZECt-0JHneqkbw.jpg,"The sidewalk is centered in the view, bordered by a tall black fence on the left and a road on the right. A group of people stands near the edge of the sidewalk 5 meters ahead, partially blocking the path. A lamppost stands approximately 3 meters ahead on the right side. The path is clear for navigation.",train,dBjAzFogZECt-0JHneqkbw.jpg,done,Center,Right,Yes,Yes,not present,not present,Center,not present,not present,Right-Right,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: 2 obstacles close on the right; a person close on the center. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by a tall black fence on the left and a road on the right. A group of people stands near the edge of the sidewalk 5 meters ahead, partially blocking the path. A lamppost stands approximately 3 meters ahead on the right side. The path is clear for navigation."
training/images/dCztVtPDhe3k63ExAnDfcQ.jpg,"The sidewalk is centered in the view, bordered by a road with cars on the right and a building on the left. A large puddle partially blocks the path 5 meters ahead. A pole stands on the right side, 3 meters ahead. The path is mostly clear, but caution is required due to the puddle.",train,dCztVtPDhe3k63ExAnDfcQ.jpg,done,Center,Right,Yes,No,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: a traffic light close on the right. Context: The sidewalk is centered in the view, bordered by a road with cars on the right and a building on the left. A large puddle partially blocks the path 5 meters ahead. A pole stands on the right side, 3 meters ahead. The path is mostly clear, but caution is required due to the puddle."
training/images/dHpStsfm-yxJLYfeLTj7BA.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a road on the left. A large directional signpost stands approximately 5 meters ahead, partially obstructing the path. The path remains clear for navigation.",train,dHpStsfm-yxJLYfeLTj7BA.jpg,done,Center,Left,Yes,No,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: a traffic sign close on the right. Context: The sidewalk is centered in the view, bordered by a building on the right and a road on the left. A large directional signpost stands approximately 5 meters ahead, partially obstructing the path. The path remains clear for navigation."
training/images/dN1Vo9S6pe-UtF1T0A4O7Q.jpg,"The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A large stone bench stands approximately 3 meters ahead, partially obstructing the path. A pedestrian is walking along the sidewalk, around 5 meters ahead. The path is mostly clear for navigation.",train,dN1Vo9S6pe-UtF1T0A4O7Q.jpg,done,Center,Right,Yes,Yes,not present,not present,Center,not present,not present,Center,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: an obstacle close on the center; a person close on the center. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A large stone bench stands approximately 3 meters ahead, partially obstructing the path. A pedestrian is walking along the sidewalk, around 5 meters ahead. The path is mostly clear for navigation."
training/images/dQak4XJ7neW7H1wx3g34HQ.jpg,"The sidewalk is centered in the view, bordered by a large tree on the left and a building on the right. A white van is parked on the right side, partially blocking the path. The path is clear for next 10 meters.",train,dQak4XJ7neW7H1wx3g34HQ.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Left,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by a large tree on the left and a building on the right. A white van is parked on the right side, partially blocking the path. The path is clear for next 10 meters."
training/images/ddUw9OnOEwwejgonja8_wg.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a road on the left. A door is positioned on the right side, 2 meters ahead. The path is clear for next 10 meters.",train,ddUw9OnOEwwejgonja8_wg.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a building on the right and a road on the left. A door is positioned on the right side, 2 meters ahead. The path is clear for next 10 meters."
training/images/diqnSLjZtrPJfz0ITp858Q.jpg,"The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A tree stands approximately 5 meters ahead on the left side. The path is clear for next 10 meters.",train,diqnSLjZtrPJfz0ITp858Q.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,Center,not present,Left,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: an obstacle close on the center. Far: a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A tree stands approximately 5 meters ahead on the left side. The path is clear for next 10 meters."
training/images/dj-Oh3dlZIWlAYGUtSNLVQ.jpg,"The sidewalk is centered in the view, leading to a pedestrian crossing with a green traffic light. A pedestrian sign stands approximately 2 meters ahead, indicating the direction of the crossing. The path is clear for next 10 meters.",train,dj-Oh3dlZIWlAYGUtSNLVQ.jpg,done,Center,Right,Yes,No,not present,not present,Center,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: an obstacle close on the center; a person close on the center. Context: The sidewalk is centered in the view, leading to a pedestrian crossing with a green traffic light. A pedestrian sign stands approximately 2 meters ahead, indicating the direction of the crossing. The path is clear for next 10 meters."
training/images/dmb6cMzTIDUUU3C8wsPo2g.jpg,"The sidewalk is centered in the view, leading to a pedestrian crossing with white zebra lines 5 meters ahead. A large white construction barrier stands on the right side of the sidewalk, partially obstructing the path. On the left, a road runs parallel to the sidewalk. The path is mostly clear for navigation.",train,dmb6cMzTIDUUU3C8wsPo2g.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right-Left,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Far: 2 obstacles farther away on the left and right. Context: The sidewalk is centered in the view, leading to a pedestrian crossing with white zebra lines 5 meters ahead. A large white construction barrier stands on the right side of the sidewalk, partially obstructing the path. On the left, a road runs parallel to the sidewalk. The path is mostly clear for navigation."
training/images/duFPdYNdNOhtZkQtSP3HIQ.jpg,"The sidewalk is centered in the view, leading towards a pedestrian crossing. A bus stop shelter stands approximately 5 meters ahead on the left side. A traffic light pole with a red signal is positioned on the right side, around 10 meters away. The path is clear for navigation.",train,duFPdYNdNOhtZkQtSP3HIQ.jpg,done,Center,Right,No,No,not present,not present,Center,not present,not present,Center,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: an obstacle close on the center; a person close on the center. Far: a car farther away on the right. Context: The sidewalk is centered in the view, leading towards a pedestrian crossing. A bus stop shelter stands approximately 5 meters ahead on the left side. A traffic light pole with a red signal is positioned on the right side, around 10 meters away. The path is clear for navigation."
training/images/e6TFJjYcTgLYhNUo3yDQkQ.jpg,"The sidewalk is centered in the view, bordered by a white wall on the right and a road on the left. A lamppost stands approximately 10 meters ahead on the right side. The path is clear for next 10 meters.",train,e6TFJjYcTgLYhNUo3yDQkQ.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a white wall on the right and a road on the left. A lamppost stands approximately 10 meters ahead on the right side. The path is clear for next 10 meters."
training/images/eA05VPo9Z6ZKbJwouOoWMw.jpg,"The sidewalk is centered in the view, bordered by a road on the left and a grassy area with colorful flowers on the right. A pedestrian crossing signal is visible 10 meters ahead. The path is clear for next 10 meters.",train,eA05VPo9Z6ZKbJwouOoWMw.jpg,done,Center,Left,Yes,No,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: a person close on the center. Context: The sidewalk is centered in the view, bordered by a road on the left and a grassy area with colorful flowers on the right. A pedestrian crossing signal is visible 10 meters ahead. The path is clear for next 10 meters."
training/images/eAGCxYCeMgJYkToWa8n29A.jpg,"The sidewalk is centered in the view, bordered by a metal railing on the right side and a road with vehicles on the left. A speed limit sign stands approximately 3 meters ahead on the left. The path is clear for next 10 meters.",train,eAGCxYCeMgJYkToWa8n29A.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: a traffic sign close on the left. Far: an obstacle farther away on the right. Context: The sidewalk is centered in the view, bordered by a metal railing on the right side and a road with vehicles on the left. A speed limit sign stands approximately 3 meters ahead on the left. The path is clear for next 10 meters."
training/images/eAf2yWnqWJ9_IjlxGUgu2g.jpg,"The sidewalk is centered in the view, bordered by a large trash bin on the left and a road on the right. A tree stands approximately 5 meters ahead on the left side. The path is clear for next 10 meters.",train,eAf2yWnqWJ9_IjlxGUgu2g.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Far: an obstacle farther away on the left. Context: The sidewalk is centered in the view, bordered by a large trash bin on the left and a road on the right. A tree stands approximately 5 meters ahead on the left side. The path is clear for next 10 meters."
training/images/eIEZNYEodrqxTLBgpCdCHw.jpg,"The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A parking sign stands approximately 5 meters ahead on the right side. The path is clear for next 10 meters.",train,eIEZNYEodrqxTLBgpCdCHw.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: a traffic sign close on the right. Far: a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A parking sign stands approximately 5 meters ahead on the right side. The path is clear for next 10 meters."
training/images/eTOqTNVyB1kZez7l5onfcg.jpg,"The sidewalk is centered in the view, bordered by a building with a stone wall on the left and a road on the right. A pedestrian crossing signal pole stands approximately 3 meters ahead, partially obstructing the path. The sidewalk appears clear for navigation.",train,eTOqTNVyB1kZez7l5onfcg.jpg,done,Right,Right,Yes,No,not present,not present,not present,Right,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: right. RoadVsSidewalk: unknown. Nearby: a traffic sign close on the right; a traffic light close on the right. Context: The sidewalk is centered in the view, bordered by a building with a stone wall on the left and a road on the right. A pedestrian crossing signal pole stands approximately 3 meters ahead, partially obstructing the path. The sidewalk appears clear for navigation."
training/images/e_jkODZ4JQckSYwafbgNRQ.jpg,"The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A pedestrian crossing sign stands approximately 5 meters ahead, indicating a zebra crossing area. The path is mostly clear for next 10 meters.",train,e_jkODZ4JQckSYwafbgNRQ.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A pedestrian crossing sign stands approximately 5 meters ahead, indicating a zebra crossing area. The path is mostly clear for next 10 meters."
training/images/ea-mqQjWEQpiXmcopAZE2g.jpg,"The sidewalk is centered in the view, bordered by a road with bollards on both sides. A pole stands approximately 3 meters ahead on the left side. The path is clear for navigation.",train,ea-mqQjWEQpiXmcopAZE2g.jpg,done,Right,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: front. RoadVsSidewalk: crossing_front. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a road with bollards on both sides. A pole stands approximately 3 meters ahead on the left side. The path is clear for navigation."
training/images/ed1TbXwBAsdj9w9oSqsXuw.jpg,"The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A triangular traffic sign stands approximately 3 meters ahead, partially obstructing the path. The path appears clear for navigation.",train,ed1TbXwBAsdj9w9oSqsXuw.jpg,done,Center,Right,Yes,No,Left,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: an obstacle close on the right; a bicycle close on the left; a traffic sign close on the right. Context: The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A triangular traffic sign stands approximately 3 meters ahead, partially obstructing the path. The path appears clear for navigation."
training/images/eeZgKwh-RhpC_1UaM8oX-A.jpg,"The sidewalk is on the right side of the view, bordered by a building with large windows. A pedestrian crossing sign stands approximately 3 meters ahead, indicating a pedestrian crossing area. The sidewalk appears clear for navigation.",train,eeZgKwh-RhpC_1UaM8oX-A.jpg,done,Outside,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: unknown. Road: front. RoadVsSidewalk: crossing_front. Nearby: no important close objects visible. Context: The sidewalk is on the right side of the view, bordered by a building with large windows. A pedestrian crossing sign stands approximately 3 meters ahead, indicating a pedestrian crossing area. The sidewalk appears clear for navigation."
training/images/egse-KEn8ASy0blTauecFA.jpg,"The sidewalk is centered in the view, bordered by a red bike lane on the left and a pedestrian crossing on the right. A traffic sign pole stands approximately 3 meters ahead on the left side. The path is clear for next 10 meters.",train,egse-KEn8ASy0blTauecFA.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: an obstacle close on the left. Context: The sidewalk is centered in the view, bordered by a red bike lane on the left and a pedestrian crossing on the right. A traffic sign pole stands approximately 3 meters ahead on the left side. The path is clear for next 10 meters."
training/images/ejvvpHQzMIGEScb9nn-UVQ.jpg,"The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A parking sign stands approximately 5 meters ahead on the right side. The path is mostly clear for navigation.",train,ejvvpHQzMIGEScb9nn-UVQ.jpg,done,Right,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: front. RoadVsSidewalk: crossing_front. Nearby: no important close objects visible. Far: a car farther away on the center. Context: The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A parking sign stands approximately 5 meters ahead on the right side. The path is mostly clear for navigation."
training/images/elbB2XGfVLZenJe5QYviiw.jpg,"The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A few pedestrians are walking along the sidewalk, which appears clear for navigation.",train,elbB2XGfVLZenJe5QYviiw.jpg,done,Center,Right,Yes,No,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: a person close on the center. Context: The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A few pedestrians are walking along the sidewalk, which appears clear for navigation."
training/images/elrwlWf0hq3v-n-eUde3Rg.jpg,"The sidewalk is centered in the view, bordered by snowbanks on both sides. A car is parked on the right side 5 meters ahead, partially obstructing the path. The path is clear for navigation.",train,elrwlWf0hq3v-n-eUde3Rg.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by snowbanks on both sides. A car is parked on the right side 5 meters ahead, partially obstructing the path. The path is clear for navigation."
training/images/evClkEDgIz66orLLhrY6Ig.jpg,"The sidewalk is centered in the view, with a circular tree island directly ahead. A large white object, possibly a broken advertisement board, leans against the island's edge, partially obstructing the path. On the left side, a metal pole stands near the curb. The path is clear for navigation.",train,evClkEDgIz66orLLhrY6Ig.jpg,done,Left,Right,Yes,No,not present,not present,not present,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: right. RoadVsSidewalk: right_of. Nearby: 2 obstacles close on the center. Context: The sidewalk is centered in the view, with a circular tree island directly ahead. A large white object, possibly a broken advertisement board, leans against the island's edge, partially obstructing the path. On the left side, a metal pole stands near the curb. The path is clear for navigation."
