image,status,sidewalk_pos,road_pos,Object_present,Object_present_outside,m_bicycle,m_car,m_person,m_traffic_sign,traffic_light,m_obstacle,m_grass,m_plants,m_trees,m_bicycle_outside,m_car_outside,m_person_outside,m_traffic_sign_outside,traffic_light_outside,m_obstacle_outside,m_grass_outside,m_plants_outside,m_trees_outside
EWNEpQQEClE5Q_BIDpt1mg.jpg,done,Right,Not present,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
El9OyyIoLPz6Cc5G84yxhQ.jpg,done,Center,Right,Yes,Yes,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,Right,Center,not present,not present,not present,not present,not present,not present
EqbsxfpwYVcslCD0aGt9pw.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,Left-Right,not present,not present
EqpT4rUYa6IlUUxIgOIDKA.jpg,done,Right,Left,Yes,Yes,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,Left,Center,Center,not present,not present,not present,not present,not present
Es0brb2LmF4dKWoGsqx9tw.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,Center,not present,not present,not present,not present,Right
EtN8fluv8FEpEMz9FAJ0jQ.jpg,done,Right,Left,Yes,No,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
Evs0GZFfUso9TRfWqe-Tqw.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Right
Exc-FKYM1bTBCuxnU3mCPg.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,Right,Right,not present,not present,not present,not present,not present,not present,not present
F41xt2q0tteuxwLG9WflbQ.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
F6S47YW5gTmcVFRum7g-Nw.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,Left,not present,not present,not present,not present,not present,Right,not present
F9flyLvoK3EE3EOHgCq7rw.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
FEFMSpLpiqxEDbOgk834og.jpg,done,Right,Left,Yes,Yes,not present,not present,Right,not present,not present,Center,not present,not present,not present,not present,Left,not present,Center,not present,not present,not present,not present,not present
FJkEhvPN_CxR-yEUHGhwJg.jpg,done,Right,Left,Yes,Yes,not present,not present,Center-Right,not present,not present,not present,not present,not present,Left,not present,Left,not present,not present,not present,not present,not present,not present,not present
FOk5ffYhYgQbJBawL3jkBQ.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present
FcdG8zxQIavlG61uoTjtfw.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,Right,not present,Center-Right-Left,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
FegzSDKmJmZoNc1i7Ic6Gg.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,Center,not present,Center,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
Fjw9pMQNPQ0FhOKDKQyjvQ.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,Left,Left-Right,not present,not present,not present,not present
FkXsotz9XDGU_YbPmMpVTg.jpg,done,Center,Right,Yes,Yes,not present,not present,Right,Right,Right,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Left
FuUJOAAPeST0oNT0jbadOA.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present,not present,Left
FyC2cimDdAGyRbfhFCr-7g.jpg,done,Left,Right,Yes,Yes,not present,not present,Left,not present,not present,Right,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
GAkFqa5b2K_lMZGgZc61cg.jpg,done,Center,Left,Yes,Yes,not present,not present,Center-Left,Left,not present,Left,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
GFd6RGVrKoKNamZP1m1CPQ.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present
GFgVOtrlzGahFRAwE-2mog.jpg,done,Center,Right,Yes,No,not present,not present,Center,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
GJQAV2MN9ptVev_zt_zdIw.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left
GK8TIL2Do9KL3g07ZF417g.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,Center-Left,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
GNu4pIUMvV14iyjhMl2PEw.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
GbF6vKiRa8ndERCZQQmSuA.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
GSpqxJ0CE8b34b_kDh_G1w.jpg,done,Left,Not present,Yes,No,not present,not present,Left-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
GdW7H6tdPVYESFZ5V_OLhQ.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
Graxe7QvdxHAY55svhRgKg.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
Gyjt4i9sCVG3SzUy3P2K5g.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
H0q-ZbI6zIsMAYHT5PiQ9A.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Left-Right,not present,not present,not present,not present,not present
H3KvObxOLAgcUlEdt_IQYQ.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
HAwWzuplmqomRQRNKreJzA.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
HGcazQLr9EuXrVI2bbEkrg.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
HHI-Tp_3p-_Gqhoptld05g.jpg,done,Left,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,not present
HJ2Lyx_ffdZsK5LKvsR63g.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Left
HPbpY74NDMME0F4X4OdgVw.jpg,done,Center,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center-Left,not present,Right,not present,not present,not present,not present,not present
HPhzwOWAwoGlhDB0VR92Eg.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
HRbQIgfLbDC9_2tE5lxx-w.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
HT135WA2VLXoSLvlzo-2nA.jpg,done,Left,Right,Yes,No,not present,not present,not present,Left-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
HTZfaRTF1EaWDSg_HX2OFA.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
HX9OC1yHR804GMz91AZjMA.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
HeF8wJio6jzDRPk701oPkQ.jpg,done,Right,Left,Yes,No,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
Ho21fpTCKrejNQVcB-epLw.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Right
HsUQFFVtzRBlZWLbUZzGMg.jpg,done,Center,Front,Yes,Yes,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,Left
HxX3YvWLjiMsKq3Xty8CqA.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
I3dtqAplD7M_dFGHNuj6mw.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
I5EDlaSubmL79e3VCcsQbg.jpg,done,Center,Right,Yes,Yes,not present,not present,Center,not present,not present,Left-Right,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
I5KCGCImogJHoMEuss4Opw.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present
I5yHwotTzAE63f8yCfk1wQ.jpg,done,Center,Left,Yes,Yes,not present,not present,Center,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present
I6WELlV6_tg7suNWrivbFw.jpg,done,Center,Left,Yes,Yes,not present,not present,Right,not present,Center,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
IDX8ZMYpZyA3XCiAx-Qe3A.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,Right,not present,not present,not present
IMQe46fT5aLAcNKZ0NoCJQ.jpg,done,Right,Left,Yes,Yes,Center,not present,Right-Center,Left,Left,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
IOVf1_Y5gmjhFnfD9GK_Dg.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
IRp6dfVhhR_iv-81ExRCDw.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,Center,not present,Left,not present,not present,not present,not present,not present,not present,not present
FRBQhDlsWV081PlhhrtIVA.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,Left,Left,Right,Center,not present,not present,not present,not present,not present
ISzw1u3Bj3ItRX8Yn_ikYA.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,Left-Right,not present,Right
IUYb1Be_VJAdzwTSnkEc0Q.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,Left,Center,not present,not present,not present,not present,not present,not present
I_TjDnefhSM1L4tjDKWTUA.jpg,done,Center,Left,Yes,Yes,not present,not present,Center-Right,not present,not present,not present,not present,not present,Left,not present,Left,not present,Left,not present,not present,not present,not present,not present
1311.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
1393.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
1305.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Right
1Ev_2zy8Xq9XpINS8fWcbA.jpg,done,Outside,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right-Center,not present,Left,not present,not present,not present
1440.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
1HtvzVsT4QsnGbAPhogbrQ.jpg,done,Center,Front,Yes,Yes,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,Center,not present,not present,not present
3r1bF3zTxw0RxJi4rNEfXA.jpg,done,Left,Front,Yes,Yes,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Center,not present,Left,not present,not present,not present,not present
3r-t5ES3YalN8XU3yIfAzw.jpg,done,Outside,Left,Yes,Yes,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
4Ec3mlv5TTFLkdiapdu5HA.jpg,done,Right,Front,Yes,Yes,not present,Center,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left,not present,Left,not present,not present,not present,not present
CbN23AqON6eSYXsjMjEYSQ.jpg,done,Right,Left,Yes,Yes,not present,not present,Left,not present,Left,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,Right,not present,Right
CgkENPuuXN8ezz1ajFIEEQ.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,not present,Right-Left,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,Left
HCbW6F3-rqsegUK80alJBA.jpg,done,Center,Front,Yes,Yes,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,Left-Center-Right,not present,not present,not present,not present,not present,not present,not present
HPfHwtgoHKRf4ZNq-wHNqg.jpg,done,Right,Front,Yes,Yes,Left,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right
Hb4MFCY0ub7hOrnnpzbIdw.jpg,done,Right,Left,Yes,Yes,Right,not present,Left-Right,not present,Center,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,Right,Left
HhKEDKvYeOo-T_Kw3F3mfQ.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present
Hz6rAoDW16ALgpKD6DnxeA.jpg,done,Right,Front,Yes,No,not present,not present,not present,not present,Left,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
I3VIp3RzCOXN70EgwueFcw.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,not present,not present,not present,not present,not present,not present
IdavtfzIxbw1y4GNynfpkA.jpg,done,Center,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present
Idr-u88p7LQKItl_mV0SQg.jpg,done,Left,Front,Yes,Yes,not present,not present,Left-Right,not present,not present,Right,not present,not present,not present,not present,Center,not present,not present,not present,Center,not present,not present,not present
IgTTIh2WSrW6tcf1zfRfNQ.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
IiREsKNmcYbRCEMqrcEtZw.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,not present,Left-Right,Left,Left,not present,not present,not present,not present,not present,not present
IrVBku2zsrcovngZgUjZ3A.jpg,done,Center,Left,Yes,Yes,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,Left,not present,Left,not present,not present,not present,not present,not present
ItAEvN2INIXrXUPCmMjZHA.jpg,done,Right,Front,Yes,Yes,Left-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,Left,not present,not present,not present,not present
IxHzS1qXYkAiPQdlZJW95Q.jpg,done,Right,Left,Yes,No,not present,not present,Left,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
Iz8irvLYSOcDrIbWGeKlAQ.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
Iznifr48bfgoZ_WYB81q_A.jpg,done,Left,Front,Yes,Yes,not present,not present,Right-Center,Right,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
IrZFUnMCato-Y-nCxNzHaA.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,Left-Center,not present,not present,not present
J290SnreuNBCFpl_wumXpQ.jpg,done,Left,Right,Yes,Yes,not present,not present,Left,Left,not present,Left,not present,not present,not present,Right,not present,Left,not present,not present,not present,not present,not present,not present
J7HhQ7G_12WAg_wRzUvXDw.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present
J9WPPUaf_uaUm7Eo9WgMxw.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,Right,Right,not present,not present,not present,not present,not present
JAOcaityd1lVRYN0CNMc4w.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,Right,not present,not present,Right,not present,not present,not present
JCH9sgwG2cL_WgVMtFyKhg.jpg,done,Center,Right,Yes,Yes,not present,not present,Center-Left,Right,not present,Right,not present,not present,not present,not present,Right,Center,not present,not present,not present,not present,not present,not present
JDXIig2wviOQc2W02NUSSA.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
JLMSlUPrLt2ugQxMwIABBQ.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,Left,not present,not present,not present,not present,not present
JO6RPeG6LUhSjbidYKJTkA.jpg,done,Left,Right,Yes,Yes,not present,not present,Right-Center,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left
JQUZpMQjFp5mUzJi3-xOsA.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Center,Center,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
JSmd7VpS0nXmXob3I-0GBg.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,Left,Right,not present,not present,not present,not present,not present
JUnFhTpLrcr3ez66W-00HQ.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,Left,Center,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
JX3DJjc8s54YSmltJD0ZIQ.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Right
Je0uscbzdXJA3nCzc2o-Ow.jpg,done,Center,Left,Yes,Yes,Left,not present,not present,not present,not present,Left,not present,not present,not present,Left,not present,not present,Right,not present,not present,not present,not present,not present
JkSHWnC41JRX65M0j44SZA.jpg,done,Center,Right,Yes,Yes,not present,not present,Center,Right,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
Jnt_XHqrNfSG4NhtfmdGbw.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present
JqLwgcnNLfJnKc4KzdhW7Q.jpg,done,Right,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
Jtcob8sTMsjtV611tnG0vw.jpg,done,Center,Left,Yes,No,not present,not present,Center,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
Jzn9a_2YuhVTaC-AQFJ_Qg.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present
K1YXY0YEfYPeMfn_2PX18g.jpg,done,Center,Left,Yes,Yes,not present,not present,Left,not present,not present,Left,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
K2eeb0OcmP6k4M3xSXlh3Q.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,Center,Center,not present,not present,not present,not present,not present
KD86ag1GZDGgldVtMAV1xw.jpg,done,Left,Right,Yes,Yes,not present,not present,Left,Center,not present,not present,not present,not present,not present,not present,Right,Center,not present,not present,not present,not present,not present,not present
KDKXzk_2m02wF8RoZU62Ng.jpg,done,Outside,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,Right,Right,not present,not present
KKnFYRQqURJ5fL7vFMphfQ.jpg,done,Left,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,Right,Right-Left,not present
J1hDNZgAgjoSpaXuvHnorw.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present
KNNt8h_cXY9SJDa8N7uU9Q.jpg,done,Outside,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,Left-Right,not present,not present,not present,not present
KjLF2tl4oD5wdk5hoq6eHA.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Right
KkQZWySdrchGdNFmfvxFHw.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,Left,not present,not present,not present,not present,not present
KqOqSvcNapHkfVUU3sGLgQ.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
KqtZ1vRu6cg2ATlWQx4ckQ.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
L8E8O0SPqgW60-yz-pWwvQ.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
KqKC0RWMHoXXhlfazAg1DA.jpg,done,Center,Not present,Yes,Yes,not present,not present,Center-Left-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,Right,not present,not present,Right,not present
KqHfJksOIoOwaNjRN5vsSA.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present
LCGhtKRKfTw98BMWjxkAWg.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,Center,not present,not present,not present,not present,not present
LZrwuaHSpCy23_50j0fErg.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
LbIUEZV7yCIprVu06EWewQ.jpg,done,Left,Front,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Left-Right,not present,not present,not present,not present,not present,not present,not present
LCgN1uMGIWihC87xpmqkLQ.jpg,done,Center,Left,Yes,No,not present,not present,not present,Right-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
LeFBPxO-42fn3WO99I6jpQ.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,Right,not present,Right,Center,not present,not present,not present,not present,not present,not present
LsEAawsij4susTvObdxNkg.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present,not present,not present
LjThWQRjn8AB8idXHjndQQ.jpg,done,Right,Left,Yes,Yes,not present,Left,not present,Center,Center,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
Lw21wJFDwsuCtq4GNzYT8g.jpg,done,Center,Right,Yes,Yes,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,Right,Center,not present,not present,Center,not present,not present,not present
M7if-uJPPMV_-cI8nyoJyg.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,Right-Center,not present,not present,not present,not present,not present,not present,Right,Center,not present,not present,not present,not present,not present,not present
M-rBTWNMsm970Gls00LjIQ.jpg,done,Center,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,Right,not present,not present,not present,not present
MECh7_7amZ4JUs1jCxMptQ.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,Left-Right,not present,Left
MGUyof6dlGkBgZFIFhyqzQ.jpg,done,Center,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,not present
MSJgef0Am0vKgdnIYqbvhA.jpg,done,Left,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
MJryj9NLFTLe_VV2Dm3EWQ.jpg,done,Center,Not present,Yes,Yes,not present,not present,Center,Right,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present
MZ0Kmxn5QHBbdhJdBp-BTQ.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,Right,not present,Right
Mgh9kO6KGTulluD2IK0stQ.jpg,done,Center,Right,Yes,Yes,not present,not present,Left-Right,not present,not present,Center-Left,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present
MjA1XhWqyQcGz4nkpSEP9Q.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left
MnrFFdDYl2-Pxrb-lrXicA.jpg,done,Center,Front,Yes,Yes,not present,not present,not present,Left,not present,Right,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present
MVuC7PtCKnOzEEKwNWFj5g.jpg,done,Right,Left,Yes,Yes,Center-Right,not present,not present,Center,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
MuCkUPnQ0W5EM6YtXkPPLg.jpg,done,Center,Right,Yes,Yes,not present,not present,Center,not present,not present,not present,not present,Left,not present,not present,not present,not present,Left,not present,not present,Left,not present,not present
N31jfcBPZO6K2kqH_MAH0w.jpg,done,Left,Not present,Yes,Yes,not present,not present,not present,Right,not present,Left,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,Right,not present
Mw6RnlcNjeVkUtWSrsLOrA.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present,not present,not present
NC9awbt1aE2NRKw3lMewQg.jpg,done,Left,Right,Yes,Yes,not present,not present,Left,Left,Center,not present,not present,not present,not present,not present,Right,Right,not present,not present,not present,not present,not present,not present
NQe-Pp-J-rvY9WUC9kcU6A.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,not present,Right,Right,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
NQtfHHhaLFQntXbqied9tw.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left
